年份,省份,院校代码,学校,学科门类,专业类,专业名称,最低分,最低位次,选科要求,城市,地址录取批次,网址
2020,山东,10431,齐鲁工业大学,工学,机械类,智能制造工程,539,98910,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,文学,外国语言文学类,翻译,538,100441,不限,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,文学,新闻传播学类,广告学,538,100616,不限,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,理学,数学类,信息与计算科学,537,101768,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,文学,外国语言文学类,日语,537,100928,不限,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,自动化类,自动化,537,101771,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,机械类,工业设计,537,101719,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,理学,统计学类,应用统计学,536,103704,物/化/生(3选1),济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,文学,中国语言文学类,汉语国际教育,536,103587,不限,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,机械类,机械设计制造及其自动化,536,102707,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,计算机类,新媒体技术,536,103484,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,管理学,工商管理类,工商管理类,536,102829,不限,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,经济学,金融学类,金融学,535,104496,不限,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,管理学,公共管理类,行政管理,535,104708,不限,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,机械类,材料成型及控制工程,535,105493,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,经济学,经济与贸易类,国际经济与贸易,534,107170,不限,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,医学,药学类,药学类,534,107019,化学必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,生物工程类,生物工程,533,108236,物/化/生(3选1),济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,食品科学与工程类,酿酒工程,533,107710,物/化/生(3选1),济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,理学,海洋科学类,海洋技术,532,110147,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,理学,生物科学类,生物技术,530,112961,物/化/生(3选1),济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,仪器类,测控技术与仪器,530,112957,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,食品科学与工程类,食品科学与工程类,530,113715,物/化/生(3选1),济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,理学,化学类,化学类,528,116390,化学必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,食品科学与工程类,葡萄与葡萄酒工程,527,118851,物/化/生(3选1),济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,轻工类,轻化工程,526,120474,化学必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,化工与制药类,化工与制药类,526,121133,化学必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,环境科学与工程类,环境科学与工程类,526,120324,物/化/生(3选1),济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,轻工类,轻工类,525,121912,物理/化学(2选1),济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,材料类,功能材料,523,126124,化学必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,材料类,材料类,522,127570,化学必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,计算机类,计算机科学与技术（校企合作，与山东师创软件有限公司合作）,520,131192,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,管理学,工商管理类,会计学（校企合作，与济南网融创业服务有限公司合作）,519,133361,不限,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,计算机类,计算机科学与技术（校企合作，与济南网融创业服务有限公司合作）,518,134704,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,电子信息类,通信工程（校企合作，与山东中兴教育咨询有限公司合作）,515,140711,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,理学,数学类,信息与计算科学（校企合作，与山东浪潮优派科技教育有限公司合作）,511,148515,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,机械类,工业设计（校企合作，与山东新视觉数码有限公司合作）,508,153834,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,管理学,管理科学与工程类,信息管理与信息系统（校企合作，与青岛青软实训教育科技有限公司合）,506,157399,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,管理学,工商管理类,市场营销（菏泽校区）,505,160936,不限,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,管理学,管理科学与工程类,信息管理与信息系统（校企合作，与山东智博教育科技有限公司合作）,505,159078,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,化工与制药类,制药工程（菏泽校区）,503,164366,化学必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,食品科学与工程类,食品科学与工程（菏泽校区）,503,164346,物/化/生(3选1),济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,化工与制药类,化学工程与工艺（菏泽校区）,501,168583,化学必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,材料类,高分子材料与工程（菏泽校区）,500,169294,化学必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,机械类,机械设计制造及其自动化（中外合作办学）（中外合作办学）,489,192658,物理必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,食品科学与工程类,酿酒工程（中外合作办学）（中外合作办学）,487,196967,物/化/生(3选1),济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,理学,生物科学类,生物技术（中外合作办学）（中外合作办学）,486,198022,物/化/生(3选1),济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2020,山东,10431,齐鲁工业大学,工学,轻工类,轻化工程（中外合作办学）（中外合作办学）,482,206336,化学必选,济南市,普通类一段,https://www.gaokao.cn/school/547/provinceline
2022,山东,10446,曲阜师范大学,文学,中国语言文学类,汉语言文学（师范类）,560,47441,不限,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,文学,中国语言文学类,汉语言文学（师范类，地方专项计划）,559,48773,不限,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,文学,外国语言文学类,英语（师范类）,558,49820,不限,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,法学,马克思主义理论类,思想政治教育（师范类）,553,55072,思想政治必选,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,历史学,历史学类,历史学（师范类，地方专项计划）,553,55733,历史/地理(2选1),济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,历史学,历史学类,历史学（师范类）,551,58099,历史/地理(2选1),济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,文学,中国语言文学类,汉语国际教育（师范类）,550,60011,不限,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,理学,数学类,数学与应用数学（师范类）,549,60545,物理必选,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,法学,法学类,法学,547,63794,不限,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,教育学,教育学类,教育学（师范类）,547,64070,不限,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,理学,地理科学类,地理科学（师范类）,546,64530,物/化/地(3选1),济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,理学,生物科学类,生物科学（师范类）,545,65832,物/化/生(3选1),济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,教育学,教育学类,教育学（师范类，地方专项计划）,544,67641,不限,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,教育学,教育学类,小学教育（师范类）,543,68681,不限,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,理学,化学类,化学（师范类）,542,70064,物理/化学(2选1),济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,理学,心理学类,心理学（师范类）,541,72624,不限,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,文学,新闻传播学类,新闻学,540,73938,不限,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,理学,物理学类,物理学（师范类）,540,74020,物理必选,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,理学,心理学类,心理学（师范类，地方专项计划）,537,77734,不限,济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
2022,山东,10446,曲阜师范大学,历史学,历史学类,文物与博物馆学,536,80399,历史/地理(2选1),济宁市,普通类一段,https://www.gaokao.cn/school/510/provinceline
